"Comp.1","Comp.2","Comp.3","Comp.4","Comp.5","Comp.6","Comp.7","Comp.8","Comp.9","Comp.10","Comp.11","Comp.12","Comp.13","Comp.14","Comp.15","Comp.16"
0.354718404498671,0.18520814373388,0.182610499890069,0.0579587137618125,0.0466343036677991,0.072148848966336,0.162579891022914,0.0794222133192293,0.0574419840456685,0.183466928815832,0.50974638630908,0.155305327506506,0.300056859018511,0.153104718514887,0.255306574357845,8.76035355368288e-17
0.223674240333386,0.034571016911398,0.362687819848165,-0.418996087144253,0.020299626741359,-0.0443072672181921,-0.197134055489161,-0.0598297466058231,0.00868004901237214,-0.0358266774136497,-0.0239594038129785,-0.145030410118565,-0.223154205313108,0.484016964518469,-0.168263230437264,2.23128807097517e-16
0.224184767235598,-0.103235393432683,0.189419031127068,0.0334487829229403,0.103981621569649,-0.613980784400514,-0.126966325386236,0.183573815190668,-0.0271306220178252,-0.0490066890850791,-0.207540143201902,0.136044192862223,-0.187210990016032,-0.14898229644471,0.337904097567807,1.73472347597681e-17
-0.494211300352632,0.3718047665642,0.189261092175235,0.0155410324775409,-0.387815490740843,-0.132530960400118,-0.150993640884921,0.173461391490234,-0.0837729873919708,-0.348471051297068,0.105573612837338,-0.310741685073642,0.19755201229079,-0.0720103308119361,0.0406405487769517,-1.38777878078145e-17
0.398965343646413,0.0779579484296516,-0.139262616154817,0.137674135146997,-0.379224113283244,0.146358643507724,-0.158915016027943,0.163743811942116,0.276801304436293,-0.305003050821696,-0.043499920085708,0.402363229918388,-0.0350964484603552,-0.0730628880646052,-0.238027821410348,3.0140820395097e-17
0.0404942281322555,0.421354873031249,0.0932785722160096,0.384923140004862,-0.198847314668938,0.107818448140601,0.148108446720543,-0.251407601226985,-0.143240166267875,0.299249733477224,0.0589905028160331,-0.0886152137912139,-0.446090511593387,-0.122929550027962,-0.0250707723660171,8.41340885848751e-17
-0.255202363146921,-0.428194325504043,0.316217116829659,0.189379595615332,0.393435495853546,0.096508208646132,-0.276404385763175,-0.21907359024754,-0.00460206873481434,-0.18102815142437,0.338737811111288,0.0646953343663232,-0.0744928415637444,-0.197340337287568,-0.140049785805652,9.0205620750794e-17
0.0136909737567188,0.487414015049223,-0.341395188362065,0.138425195198755,0.691683781015095,0.0858292008224297,0.00225398699205794,0.236365877295646,0.0340244240745356,-0.14874758311487,-0.124925920427964,-0.0901092551915133,0.00645382457462458,0.0486562106074526,-0.0669883348115923,-1.90819582357449e-16
0.179109458036656,0.00764924643338447,0.278305398698136,-0.244830496476972,0.0332429525928679,0.107769878899573,-0.0667953718691049,0.193601635196745,-0.304867525078048,0.38351502704934,-0.226212932317213,-0.00287467026141905,0.272177190227473,-0.291177557402602,-0.238457205566626,1.55257751099924e-16
-0.0659153980259114,-0.341922933416013,-0.133518198764458,0.598055414433271,-0.089652975885961,-0.305806500026493,0.0661900200601247,-0.0175466834394959,-0.00491147223804511,0.177578730012884,-0.138828704974747,-0.105873260941573,0.226035688233053,0.288222832930535,-0.182271419030396,-1.73472347597681e-17
-0.131119012362966,-0.0364806586807333,-0.177802779359372,-0.325520192198937,0.0114811779790102,-0.297948500195261,0.632606246982457,-0.178658104848003,-0.23039415511085,-0.212550144273857,0.110622659245657,0.175315300716764,-0.0158026463375672,-0.0394970829444653,-0.173216359780954,3.12250225675825e-17
0.133370769195869,-0.388354024951165,0.0907887589506041,-0.0524686424684865,-0.0355534593889123,0.272022175599996,0.416378034177056,0.253182978328407,0.394315694554512,-0.0587310113118233,-0.06893048140232,-0.376090921939038,-0.102082442752479,-0.122223113927669,0.0830780802861311,5.20417042793042e-17
-0.265115586691552,0.113578495054065,-0.313120947791251,-0.315076630865896,-0.0185075848179848,-0.216274827962821,-0.197163588925219,-0.290370532041666,0.545173795496755,0.336437318091302,0.0414781743233909,-0.0154407671642957,0.0654342447211335,-0.111929031806914,-0.0152291509753381,1.90819582357449e-17
-0.685547411862308,-0.0688523598338222,0.113504787090388,-0.0348712479085623,-0.0252751197300331,0.337428106850266,0.0734773021278626,0.148892059693674,-0.0126850574404934,0.119126073337894,-0.237050715688168,0.377373790616518,-0.0602120970277599,0.188061781662468,0.18209118485751,-2.77555756156289e-16
0.0598548231799414,-0.309866426681869,-0.642199186065367,-0.159854957016073,-0.148231048190014,0.130189788561294,-0.272375180423812,0.194523304434871,-0.378756978067658,0.0764972210562048,0.213847851919993,-0.109076625995241,-0.139801918878536,0.0226296946553407,0.112418849782278,-3.12250225675825e-17
0.269048064426782,-0.0226323827067226,-0.0687741603280045,-0.00378775548233231,-0.0176518527133951,0.254775540209047,-0.054846363313444,-0.609880828482075,-0.126076219272556,-0.236506673098268,-0.308048776651779,-0.0672443655102205,0.216234282877383,-0.00554001417072,0.236134744555665,-2.22044604925031e-16
